# Starting test run
x y points n_ticks
637 513 28 229
483 593 14 265
72 229 12 276
285 425 8 176
621 427 2 118
47 213 24 239
490 481 10 218
173 414 24 375
41 183 6 240
110 163 33 139
720 588 20 211
529 249 0 100
766 383 28 394
686 266 18 242
552 84 26 325
307 84 16 295
519 395 24 373
205 223 14 367
661 184 22 243
134 528 22 217
143 473 22 247
296 450 10 345
264 164 16 288
139 159 22 253
778 393 26 244
288 292 18 202
93 281 22 306
788 109 20 242
59 407 26 250
293 245 22 393
268 258 16 294
299 405 24 189
596 499 24 282
305 5 18 235
182 372 22 495
378 591 12 184
339 580 18 213
287 588 18 297
604 285 10 324
462 278 2 173
606 33 24 445
243 479 30 211
522 3 12 271
742 31 22 259
285 319 16 193
143 124 28 464
689 234 18 228
482 269 36 347
726 108 28 275
187 409 20 313
354 445 16 240
458 22 14 383
522 75 30 213
564 503 30 219
766 158 20 252
169 41 0 100
223 210 28 322
530 436 18 450
486 273 18 225
188 390 28 281
436 349 18 237
578 334 26 292
720 116 20 241
586 133 2 126
206 85 0 100
135 222 0 100
469 208 24 318
654 426 26 339
231 234 0 100
299 591 12 291
386 238 22 203
548 89 0 100
13 278 0 100
209 319 10 211
58 320 12 200
491 4 18 312
70 434 24 249
707 453 28 289
153 5 26 236
468 473 26 424
568 486 14 200
301 278 20 297
347 222 24 312
396 501 23 317
176 489 26 291
638 557 22 329
515 300 30 306
500 254 18 314
581 500 24 228
61 412 30 370
165 289 22 316
11 319 8 193
170 99 27 323
35 416 16 226
738 53 26 305
554 580 30 236
296 587 0 100
710 426 30 240
189 150 0 100
107 286 22 262
623 333 10 189
86 424 24 300
628 87 20 246
28 600 18 198
77 59 22 253
147 487 32 122
178 425 22 282
645 279 30 270
238 229 10 296
798 556 26 204
476 421 32 456
121 278 24 215
709 474 22 221
430 160 28 379
669 381 8 232
631 520 32 103
669 347 26 241
411 202 20 250
554 24 22 257
271 254 20 311
240 51 28 254
782 90 0 100
714 423 24 312
633 327 30 377
15 514 14 235
564 329 14 263
501 131 10 353
594 362 12 276
82 145 22 333
583 204 20 310
267 564 26 186
555 528 28 279
223 371 26 291
345 107 24 238
387 571 26 210
351 504 14 202
472 426 16 272
274 20 14 335
140 529 14 276
652 518 22 222
178 538 28 205
148 97 0 100
557 123 24 308
396 243 20 365
187 0 6 252
384 26 0 100
620 262 26 310
415 425 16 219
107 48 27 487
370 142 14 253
502 486 30 323
450 429 30 290
501 226 22 326
185 496 24 256
229 122 22 318
663 590 0 100
113 456 26 297
465 352 8 266
182 476 16 235
565 418 22 248
7 599 28 481
615 341 18 276
719 170 22 230
18 567 27 219
82 568 26 233
714 226 18 269
458 364 14 227
112 170 20 268
47 383 20 233
757 400 20 251
706 319 12 248
201 169 28 305
373 562 20 189
714 233 18 256
544 149 22 283
87 447 22 381
394 389 12 242
164 223 2 101
166 114 23 374
163 196 22 321
423 511 8 203
392 382 18 188
34 460 10 234
748 333 22 254
412 540 20 205
586 379 28 316
614 58 14 257
58 349 24 242
100 199 26 457
58 23 28 248
291 59 0 100
432 148 24 210
360 586 12 372
116 367 12 249
308 411 16 304
485 235 30 348
439 186 22 319
239 580 22 374
127 146 24 280
733 80 0 100
117 547 24 238
744 450 26 241
253 557 16 366
601 33 18 272
545 52 24 513
291 303 14 178
263 249 28 211
365 308 20 254
586 598 12 193
255 194 18 365
219 253 6 222
436 8 14 224
79 277 29 487
401 143 16 223
701 406 4 243
200 136 25 286
151 269 18 285
633 362 10 223
544 75 30 255
644 35 14 254
490 34 14 235
532 348 14 240
141 454 20 278
107 41 26 242
232 182 16 293
631 556 22 216
1 116 6 236
477 164 21 414
603 530 20 419
96 92 14 254
103 5 2 101
758 567 16 194
616 33 22 252
294 486 0 100
250 307 27 530
191 13 16 264
601 550 26 209
164 262 28 298
579 362 24 271
586 523 24 257
212 216 28 291
99 572 20 219
740 577 22 198
331 553 26 260
40 596 22 214
152 268 26 332
701 113 30 244
773 452 16 248
539 531 22 324
224 26 0 100
519 89 28 222
564 412 18 280
795 40 14 260
731 187 8 266
389 207 14 348
635 541 22 278
109 301 8 242
692 189 0 100
539 435 24 296
25 179 0 100
43 584 27 215
316 26 16 318
556 201 24 289
171 419 14 259
479 502 26 294
187 349 12 265
448 422 14 254
572 262 26 271
102 188 27 271
177 117 24 257
423 470 28 347
399 207 26 352
165 455 24 232
691 484 24 244
208 319 10 235
705 95 32 468
119 251 16 273
626 145 24 268
716 33 26 228
164 500 26 309
269 434 20 205
136 213 20 282
369 47 10 245
136 220 28 247
278 38 12 284
496 155 2 172
136 365 22 235
29 93 0 100
635 14 28 386
551 198 20 293
391 504 26 207
92 221 18 253
40 232 18 220
263 279 10 271
177 208 20 255
706 82 31 246
705 212 29 234
239 249 28 302
218 308 22 271
120 263 18 314
296 68 28 247
393 333 4 189
178 495 30 251
573 57 33 282
49 182 23 312
104 267 18 228
10 211 16 322
53 387 22 243
387 503 20 204
180 487 28 233
696 31 26 335
354 159 22 297
548 75 2 131
640 154 8 251
80 561 18 347
392 224 0 100
309 518 24 206
556 103 26 238
681 86 22 267
159 111 30 303
276 347 24 332
649 348 20 291
612 384 20 312
119 388 28 473
433 553 22 208
550 418 28 345
363 335 22 315
254 483 24 267
33 399 26 244
419 504 22 224
12 286 6 203
443 429 0 100
489 170 18 307
764 164 31 392
435 185 14 259
551 274 12 264
34 47 16 253
519 326 14 204
167 117 22 271
245 158 16 350
499 114 0 100
122 60 22 234
342 529 16 207
775 128 22 349
611 448 26 335
79 461 22 232
325 168 20 313
598 112 0 100
372 7 16 229
649 562 14 208
518 477 16 431
209 430 20 260
717 355 22 221
374 92 12 303
139 131 24 249
749 272 18 253
724 597 22 247
269 107 30 363
681 7 0 100
181 230 34 238
537 452 8 260
213 165 33 310
313 499 18 265
681 37 20 337
566 10 18 247
404 169 24 440
94 141 18 252
745 421 14 197
453 264 0 100
150 113 20 267
179 211 16 241
595 48 6 233
382 471 16 215
537 5 12 208
301 585 24 388
509 394 20 172
632 165 12 298
262 30 8 220
179 126 31 328
606 288 30 314
744 389 22 223
53 252 29 355
357 514 28 337
534 122 26 242
614 102 28 250
750 586 0 100
462 574 33 215
799 54 28 236
673 233 20 261
226 163 24 296
336 90 18 268
778 20 12 272
183 66 28 279
455 250 26 326
612 57 16 249
415 395 14 353
571 340 14 236
146 45 2 101
47 445 24 232
468 325 24 334
325 190 6 287
575 295 30 486
524 323 27 465
221 522 26 225
53 596 18 199
253 101 27 260
267 86 20 259
485 234 25 203
699 350 24 252
345 217 10 202
759 318 30 425
546 200 24 250
561 249 0 100
42 209 24 255
731 117 26 246
272 476 28 337
80 386 16 257
496 397 14 233
422 270 30 322
371 587 20 248
197 297 25 261
496 101 0 100
127 407 32 175
70 525 28 240
614 443 20 306
325 277 22 201
290 259 16 347
780 380 12 222
686 302 10 307
473 70 20 230
23 320 28 249
774 591 16 235
438 240 28 343
257 446 27 454
719 310 12 234
285 112 24 305
617 138 28 304
174 139 22 329
633 149 31 295
526 228 18 216
583 328 34 322
472 456 14 226
370 216 31 340
585 250 26 278
693 217 24 261
241 260 4 182
555 374 20 213
630 446 22 247
563 408 18 361
120 513 30 256
766 28 18 304
489 397 12 169
582 323 30 290
274 410 18 349
86 19 26 257
498 156 30 324
529 38 18 225
108 588 12 233
60 178 32 249
116 559 26 222
207 60 18 219
674 368 20 396
383 592 2 189
421 516 22 196
618 344 31 254
494 572 29 203
29 303 26 449
351 325 14 265
205 364 25 215
104 257 28 364
155 157 16 272
142 580 24 251
384 110 0 100
256 83 26 268
571 476 30 282
43 115 0 100
46 132 22 406
703 514 24 218
377 519 20 315
619 316 26 282
44 422 12 236
316 374 24 306
598 211 26 291
293 92 27 295
695 499 32 172
173 362 12 209
753 352 14 207
34 128 18 233
344 567 28 191
331 106 14 285
584 178 16 262
315 327 10 273
789 395 20 316
301 537 18 200
468 477 30 452
779 506 39 321
595 185 27 526
690 21 30 263
483 221 22 347
286 428 16 271
577 590 20 225
494 167 26 359
508 314 28 396
469 103 12 259
461 470 18 276
453 451 24 409
393 43 10 239
513 508 26 229
8 533 26 250
354 405 26 396
360 586 16 193
414 295 8 275
259 185 24 373
206 233 24 281
681 50 28 221
157 208 6 270
508 560 26 210
445 185 4 206
385 128 30 217
384 320 16 225
709 265 24 258
710 361 18 317
747 516 28 296
79 422 32 333
358 314 16 203
755 261 34 405
140 483 22 234
250 552 24 196
482 350 22 326
300 144 14 262
388 138 2 101
774 242 29 536
159 598 23 200
479 588 2 187
321 84 22 268
57 203 24 318
701 72 32 226
528 71 20 245
103 401 16 254
405 491 30 200
49 394 27 238
474 210 10 180
785 488 33 215
575 315 22 255
213 113 16 278
363 125 14 232
225 272 14 331
536 480 26 316
411 144 16 228
391 328 16 306
192 21 24 253
17 597 0 100
128 499 24 211
670 503 18 280
707 578 18 224
549 261 24 340
705 188 18 230
5 182 14 308
640 598 30 333
94 301 22 295
496 216 22 301
580 353 14 275
739 28 32 146
704 319 30 342
661 50 24 251
452 153 0 100
623 231 16 281
737 236 20 214
310 25 24 280
302 130 24 280
409 442 24 295
474 277 6 158
465 479 26 444
419 268 24 357
387 313 26 285
189 130 32 386
297 291 24 343
758 132 24 257
710 299 34 203
610 409 16 276
742 232 32 557
555 417 26 282
630 26 0 100
465 557 22 211
476 142 0 100
312 287 10 195
736 356 26 259
453 186 18 343
608 255 24 212
535 51 0 100
413 168 20 439
471 159 24 329
224 412 28 268
78 87 22 240
21 333 0 100
494 567 20 260
300 549 24 208
654 435 32 228
31 441 28 227
506 415 4 173
391 343 23 303
292 271 26 326
496 105 26 253
268 599 16 217
768 276 20 253
778 38 0 100
156 299 28 367
192 187 20 246
747 529 26 236
288 465 26 300
795 250 20 431
1 392 12 256
710 507 27 211
95 282 18 245
511 343 16 185
48 419 22 461
379 556 28 297
401 343 6 183
365 360 14 240
175 462 22 470
438 471 29 288
191 356 20 387
65 150 22 252
13 440 14 218
40 453 31 250
558 169 18 311
175 394 16 261
774 513 30 266
650 19 33 344
285 156 22 230
37 486 30 399
365 58 14 233
271 96 20 292
89 511 30 225
319 227 10 215
2 463 18 319
131 409 22 287
528 80 18 228
573 294 24 233
91 315 24 247
511 120 14 248
588 46 26 361
380 301 4 168
103 344 20 257
13 493 22 244
477 594 20 206
454 52 29 430
710 33 33 260
400 34 18 225
68 61 16 247
532 136 22 260
118 310 22 309
626 142 25 454
507 595 24 220
123 451 38 288
710 352 22 231
20 118 0 100
509 546 24 356
149 266 26 241
38 338 25 437
171 523 20 272
572 197 2 143
477 204 18 341
574 408 8 196
253 476 32 249
190 535 22 241
691 109 26 260
708 8 27 246
515 584 21 263
202 352 26 496
593 226 16 300
128 38 26 251
646 384 26 302
36 195 14 221
356 547 30 208
95 99 22 311
443 566 20 200
636 438 27 522
798 49 10 248
728 579 20 213
288 520 26 249
179 276 20 258
491 409 33 434
771 311 22 445
459 122 6 190
752 393 10 232
40 79 4 185
36 286 20 493
782 139 30 234
601 22 16 227
800 3 0 100
371 193 10 224
419 527 30 293
588 97 20 286
368 561 22 200
351 23 6 224
293 278 12 210
32 459 22 239
236 396 32 260
270 107 24 312
515 470 22 415
799 60 10 272
693 169 10 247
286 460 16 240
570 380 12 331
686 58 16 267
69 256 12 230
783 222 22 373
413 106 0 100
210 66 18 421
171 497 26 221
768 519 28 242
361 551 18 272
669 283 26 247
636 356 16 210
35 586 23 219
586 15 0 100
504 289 0 100
798 4 0 100
485 480 28 342
789 505 22 239
728 510 30 286
72 445 22 240
605 302 24 423
86 293 22 312
663 40 26 251
522 169 22 373
422 510 8 218
548 46 16 253
703 361 12 237
616 53 18 251
370 220 8 345
604 100 25 252
27 498 25 230
202 49 23 250
155 438 30 225
298 62 24 362
775 93 22 238
397 597 27 405
416 108 14 279
470 33 14 308
544 171 16 299
610 32 26 347
504 200 2 156
105 76 0 100
162 459 28 229
713 13 16 249
426 325 29 351
444 592 12 263
421 76 24 444
689 404 30 454
393 60 26 371
612 102 20 285
702 544 26 241
164 415 22 252
24 560 20 307
628 528 24 216
379 325 2 169
645 81 30 259
769 599 16 401
341 92 29 211
653 3 31 242
141 188 18 348
735 102 32 148
753 379 24 225
357 41 24 232
792 163 0 100
610 73 0 100
122 517 30 224
378 268 18 325
751 156 26 328
256 46 20 244
778 68 25 315
167 240 19 459
507 470 28 365
242 210 14 373
537 316 28 309
331 354 28 251
256 301 20 280
87 530 30 217
543 541 16 179
77 471 28 377
496 142 14 240
297 108 16 321
710 364 28 233
651 438 18 219
54 328 10 226
473 242 32 262
624 377 16 269
251 80 18 269
8 496 0 100
346 471 24 220
21 431 14 247
798 583 12 233
295 344 16 289
710 405 14 244
157 433 26 224
438 452 14 326
53 568 8 184
560 299 26 315
435 199 18 345
706 454 31 385
232 331 6 234
628 225 20 269
696 79 30 292
522 189 18 251
181 233 10 265
554 104 6 247
218 411 22 246
796 224 22 367
232 247 30 290
596 208 26 317
37 367 18 224
789 362 22 406
644 129 28 283
447 91 20 245
448 92 22 276
556 348 18 243
60 395 26 256
796 181 6 229
438 438 12 257
779 271 27 316
437 199 24 345
464 438 26 220
221 155 28 343
302 105 22 279
397 155 30 336
345 3 14 249
188 254 22 255
567 193 16 344
162 587 22 239
648 581 16 425
242 158 18 262
472 118 12 342
453 574 18 258
102 578 24 250
594 101 22 286
252 544 8 227
576 320 24 293
451 534 18 241
183 168 8 280
787 586 28 228
659 481 24 231
287 247 24 306
370 456 16 257
459 250 2 156
23 548 24 236
270 432 26 546
375 583 18 215
49 95 28 263
277 397 18 350
398 163 8 193
724 366 10 249
63 560 28 214
154 43 26 277
287 75 18 257
315 390 8 197
415 457 12 230
363 563 26 201
270 92 27 565
85 241 24 269
349 343 16 227
547 153 20 282
552 8 0 100
128 94 26 259
559 387 16 246
122 305 24 425
180 162 14 296
424 181 24 324
704 31 22 315
276 336 6 273
643 532 22 226
324 278 26 291
757 491 31 242
496 495 28 386
758 541 28 302
97 482 30 383
175 38 16 315
340 8 18 226
522 77 22 285
573 518 33 220
312 325 14 199
444 465 4 201
572 345 10 270
553 341 28 325
555 426 29 221
6 245 30 323
511 443 20 247
477 544 32 186
665 419 20 259
321 500 24 281
359 261 28 367
400 64 20 208
361 245 14 198
361 254 26 307
703 414 22 245
483 594 26 350
743 211 34 172
405 314 24 328
428 459 20 220
515 525 24 209
682 299 20 325
424 296 18 337
661 431 20 239
776 579 20 415
338 208 20 220
84 374 24 264
430 295 10 265
19 17 18 220
89 351 12 237
177 340 22 266
5 562 16 231
640 98 24 250
37 254 28 280
687 309 8 258
546 485 6 214
152 407 30 253
545 462 28 547
396 591 26 320
178 559 24 280
389 260 26 380
215 151 12 286
218 527 18 221
149 5 0 100
771 50 16 246
694 502 27 251
788 597 2 150
773 269 24 284
63 470 28 236
700 511 30 241
272 476 18 223
111 16 30 356
348 123 18 235
686 473 24 218
60 566 26 232
548 334 20 285
408 438 14 242
576 470 8 275
690 335 30 308
592 510 24 215
177 62 0 100
601 557 26 218
484 304 23 315
509 35 16 333
592 366 6 144
735 151 25 260
66 268 26 449
194 159 26 273
54 272 16 256
274 478 26 262
530 595 8 304
406 416 8 235
202 405 14 255
129 159 26 260
688 422 14 220
780 295 26 251
723 578 22 225
357 344 12 184
486 317 22 479
662 386 28 306
217 520 26 344
254 208 30 293
150 405 26 295
701 346 22 343
395 366 14 191
90 273 26 275
353 12 20 330
88 327 28 212
685 74 24 252
543 6 0 100
185 295 14 257
687 218 30 228
321 215 20 322
132 172 0 100
207 268 6 141
367 481 24 205
188 523 18 219
288 587 30 267
444 346 12 266
106 12 24 232
144 590 2 192
96 326 26 328
371 578 28 351
167 194 22 308
259 426 16 257
773 192 20 334
493 403 29 338
790 341 6 188
610 595 21 449
177 41 18 252
582 133 18 319
662 47 16 255
55 578 6 210
23 19 20 253
524 432 6 211
376 565 28 407
187 394 22 335
524 230 16 323
477 577 6 175
166 356 0 100
137 578 26 296
757 598 8 227
647 41 23 357
557 64 16 252
63 536 22 209
167 424 16 267
528 329 20 292
493 68 20 229
704 550 22 205
287 53 2 103
41 63 31 251
716 359 24 229
354 92 19 207
279 154 22 349
725 30 18 251
169 277 22 280
167 421 26 313
763 315 32 418
20 193 29 263
287 47 10 230
294 85 22 231
236 338 28 323
606 131 20 294
374 475 24 343
361 329 2 163
569 551 18 222
715 179 22 300
276 134 30 299
613 505 24 309
101 51 22 245
501 377 26 378
157 62 24 282
417 201 26 201
323 67 10 228
632 480 22 249
609 570 24 272
258 52 26 419
794 244 14 282
23 46 34 236
4 200 38 434
646 28 22 294
238 388 24 305
736 226 31 225
636 63 24 253
320 11 8 214
678 284 26 266
220 40 16 224
400 575 25 198
30 136 30 335
694 524 28 246
376 44 14 221
384 398 40 361
799 142 0 100
141 227 24 305
774 70 6 287
458 519 20 296
229 202 18 285
638 86 28 346
214 279 22 317
499 507 22 234
230 127 28 265
424 140 20 269
769 513 30 237
82 506 30 209
731 525 20 223
283 196 18 300
668 37 28 337
454 124 10 230
494 392 12 335
218 173 0 100
715 84 31 248
12 389 10 214
457 171 2 101
414 272 8 194
667 354 20 272
589 568 20 281
303 61 22 277
6 418 4 195
398 344 18 236
16 69 14 247
177 19 0 100
394 454 16 226
99 244 20 245
453 150 12 317
258 67 0 100
621 312 26 310
712 263 31 252
272 552 20 192
318 139 16 291
574 340 26 284
260 502 24 210
318 125 18 316
62 378 30 227
260 361 10 171
190 206 20 273
455 362 26 362
657 535 20 256
98 144 0 100
54 451 26 233
14 475 38 238
248 475 22 305
217 50 22 230
578 132 0 100
91 438 26 404
629 329 22 337
338 284 27 316
162 98 28 277
529 271 22 321
537 334 20 298
366 300 4 170
82 76 24 258
351 88 14 441
154 303 20 209
130 202 24 232
403 53 12 232
293 91 20 395
240 9 8 234
783 450 36 285
710 590 24 221
504 393 16 292
776 478 16 238
148 337 24 284
764 404 18 349
250 215 31 265
108 59 28 312
777 286 22 230
739 320 32 454
383 64 22 246
274 14 28 216
746 271 28 242
199 590 27 491
212 346 20 306
527 86 22 289
398 57 0 100
170 585 8 285
160 527 26 264
47 434 34 419
514 490 22 209
102 519 24 218
173 230 24 303
599 349 27 325
45 461 18 233
426 152 24 339
42 291 28 437
169 600 0 100
363 129 16 255
543 343 22 377
301 193 16 392
724 60 28 321
611 327 16 297
3 27 16 249
152 418 20 335
565 294 4 276
152 333 26 264
336 559 20 196
494 207 24 401
551 335 8 206
96 3 26 283
211 180 26 322
280 62 0 100
345 360 16 280
163 70 16 368
473 121 26 437
795 12 27 418
443 487 14 193
473 237 18 335
266 139 27 224
718 484 28 411
481 215 20 200
406 514 22 380
388 303 27 505
519 27 14 234
32 220 24 491
614 458 28 303
78 547 22 238
701 207 22 230
708 29 24 246
85 292 14 255
706 59 28 233
212 382 30 385
683 285 30 278
226 439 26 272
68 38 26 249
705 497 30 237
759 453 30 388
766 93 10 226
684 399 26 397
162 230 8 234
472 523 28 220
73 458 16 245
82 425 26 223
680 572 28 223
212 39 33 152
505 453 28 306
37 211 22 233
610 555 18 198
275 92 26 250
593 244 8 190
262 395 28 300
612 160 24 240
429 559 24 203
753 156 18 340
651 380 30 288
426 14 8 233
152 508 24 260
432 113 4 220
525 351 16 315
181 337 14 214
69 306 26 282
442 565 27 484
441 409 14 229
428 404 24 447
297 458 20 249
349 216 26 372
775 419 20 223
323 338 22 299
754 528 31 199
124 417 26 248
623 199 10 275
637 27 22 233
207 501 29 201
292 3 19 243
421 596 0 100
544 118 26 301
211 420 20 212
260 129 2 116
541 537 26 340
603 197 20 389
606 598 18 344
675 332 25 350
634 244 22 334
704 225 22 234
592 188 31 292
428 444 24 294
171 221 6 204
647 267 26 312
196 270 20 256
69 32 28 260
164 201 10 246
576 68 0 100
64 105 30 232
790 320 28 297
99 303 24 248
563 279 20 342
500 304 24 286
88 455 27 265
797 411 16 228
652 483 26 251
40 477 26 222
140 144 24 242
181 37 26 245
537 76 28 256
152 394 28 350
81 79 29 255
136 184 24 433
668 63 28 251
260 198 16 306
309 450 22 295
223 424 28 266
585 150 27 354
785 63 18 255
666 57 0 100
249 81 20 241
284 572 12 212
540 522 30 429
638 546 26 207
794 529 28 214
178 454 23 234
197 524 20 282
61 427 24 251
763 32 18 237
39 341 26 297
201 131 16 236
159 471 18 264
248 66 26 270
741 271 22 217
145 20 26 358
793 258 28 638
28 199 25 237
413 299 14 245
754 411 4 237
2 408 16 254
213 362 26 283
7 575 18 200
677 206 0 100
557 24 0 100
523 287 12 278
425 475 24 223
491 32 12 229
686 12 20 231
283 272 29 372
148 291 16 251
349 343 8 245
206 524 24 257
35 19 22 249
793 307 6 305
464 487 18 209
523 480 20 542
513 194 18 305
160 436 24 260
201 479 26 332
794 182 20 257
473 450 28 267
151 397 20 238
188 154 20 282
556 93 8 219
703 345 22 277
238 451 28 306
290 370 20 344
423 466 18 229
54 443 24 287
32 587 29 232
187 162 0 100
424 94 20 409
203 96 29 360
201 542 22 217
628 455 28 248
151 87 32 137
251 483 24 217
176 37 10 248
310 73 20 320
453 261 20 320
626 257 18 284
7 333 22 247
556 411 22 279
569 253 31 501
105 432 18 312
22 188 26 251
759 528 26 323
58 300 16 212
620 144 20 302
601 142 28 288
395 382 6 210
266 391 18 243
122 402 10 209
705 287 8 281
277 283 26 256
679 62 0 100
739 393 20 235
172 364 20 304
238 272 10 236
306 467 24 367
715 447 26 215
329 228 22 412
535 365 12 189
122 107 20 326
534 414 18 362
278 455 22 252
651 264 24 239
446 593 24 413
503 377 20 221
680 182 28 255
676 79 28 251
151 345 16 274
341 489 16 245
117 533 31 199
197 364 14 206
54 230 25 225
647 105 22 267
522 460 29 305
44 120 16 229
307 189 20 212
166 60 24 249
625 299 26 278
262 389 26 238
564 466 29 343
715 499 28 207
351 475 0 100
24 84 22 232
86 542 28 201
645 72 28 253
680 484 32 137
391 499 22 489
74 579 34 258
776 218 24 398
86 308 34 382
376 519 28 220
70 142 28 238
203 164 0 100
239 465 20 249
491 321 24 274
478 214 26 341
352 592 8 178
377 501 12 252
743 501 27 227
633 213 24 297
612 499 6 287
219 490 26 235
126 218 24 282
531 24 14 244
463 195 24 332
457 477 18 252
37 230 26 281
758 239 24 388
559 90 18 301
768 555 24 372
800 277 6 182
134 241 24 249
212 519 28 284
497 69 12 248
615 9 28 404
795 55 8 240
594 378 6 211
361 103 24 318
604 524 22 249
259 448 24 282
191 158 32 178
199 203 30 502
316 268 26 382
703 125 26 247
553 110 24 274
349 157 14 312
442 88 24 222
260 315 22 318
753 479 22 230
238 314 24 327
711 446 22 274
121 293 16 274
576 209 26 278
228 175 23 405
169 415 29 320
127 528 35 303
93 41 28 247
250 299 14 330
573 107 24 293
719 501 22 212
387 579 26 376
168 499 26 432
776 137 18 244
792 380 0 100
416 444 22 296
148 219 16 284
414 264 0 100
152 347 24 239
126 45 26 253
210 254 26 517
667 289 10 266
766 565 27 224
544 400 26 306
758 207 20 242
741 255 33 141
70 563 16 215
327 335 4 172
621 471 30 346
666 135 0 100
419 52 24 223
78 343 12 261
771 459 32 413
600 400 20 332
523 316 12 260
240 430 16 300
21 194 31 310
25 26 26 265
763 497 24 213
277 191 20 315
745 77 28 246
659 187 16 277
181 60 16 256
513 261 8 200
21 2 0 100
595 330 24 228
524 258 10 188
34 507 30 257
406 579 16 190
317 397 20 297
786 234 35 512
623 549 25 272
228 160 20 324
537 106 24 262
458 359 16 335
62 11 29 415
549 66 18 236
602 151 20 276
14 194 22 387
496 269 6 199
531 454 28 215
711 594 20 218
222 263 24 289
529 208 26 323
447 549 27 197
648 138 26 314
773 512 22 230
390 378 20 548
765 600 16 216
538 515 18 267
787 171 4 184
794 477 25 221
766 41 24 242
536 186 14 264
270 58 0 100
703 435 16 236
180 152 0 100
498 464 22 258
449 293 14 202
290 110 20 270
222 534 22 226
471 503 28 374
143 253 30 268
310 402 14 184
631 542 18 280
306 200 14 201
6 282 14 421
267 339 28 425
385 109 0 100
449 262 14 229
179 92 26 265
654 316 24 477
115 28 29 369
675 293 12 219
273 248 6 130
558 192 14 301
138 198 20 267
432 391 26 300
408 505 20 218
664 237 26 448
484 493 22 216
68 257 18 226
592 279 18 313
283 194 25 403
334 164 21 339
566 221 26 311
450 114 20 204
340 524 26 264
512 525 28 224
317 240 16 326
41 360 20 337
479 467 22 304
253 484 30 293
432 31 20 333
410 66 12 221
667 364 30 318
748 148 29 468
686 414 28 238
548 570 24 259
390 265 4 160
373 40 16 239
120 397 24 242
312 502 26 290
496 78 22 306
252 463 16 207
597 195 30 327
383 551 24 191
729 296 24 224
701 303 28 256
694 333 24 263
52 500 30 228
552 206 22 294
764 228 32 340
156 135 20 245
693 257 24 350
781 43 18 266
89 25 26 250
34 26 8 248
66 126 27 233
772 340 12 255
638 216 16 284
212 256 26 277
40 336 28 449
500 146 14 246
233 259 28 315
634 594 24 293
613 190 28 337
333 591 10 184
408 503 28 288
286 474 16 212
221 265 18 325
463 265 26 228
645 41 18 261
728 105 0 100
695 483 28 215
758 377 23 221
11 424 20 221
502 343 0 100
351 281 20 214
70 2 22 226
115 452 18 258
356 242 4 190
52 447 33 140
7 214 8 250
238 529 26 215
766 466 27 255
694 274 22 250
164 246 18 271
639 195 26 270
122 348 22 316
219 26 16 224
752 409 18 438
527 295 16 253
545 484 25 258
331 492 24 201
75 426 24 252
513 194 26 272
514 585 26 364
513 513 26 272
672 466 24 236
18 184 18 235
266 186 23 252
111 580 24 198
642 588 25 225
150 494 26 246
227 37 18 341
402 39 10 218
573 84 0 100
133 417 18 220
394 278 8 273
279 541 20 307
261 23 18 470
287 552 16 241
272 373 18 267
249 67 26 283
683 397 22 309
268 275 4 152
654 324 14 310
189 391 18 276
641 376 10 141
635 540 26 260
488 288 22 264
108 314 20 242
672 268 24 305
196 287 14 213
434 315 20 186
530 169 30 308
511 68 6 246
594 111 16 297
525 261 24 252
199 241 20 494
154 412 28 268
221 127 0 100
688 338 18 214
267 315 26 201
642 383 30 293
266 438 0 100
797 124 12 230
510 228 18 259
769 115 14 434
444 185 24 312
513 110 10 295
689 274 18 289
626 19 18 310
467 589 20 351
94 536 22 222
367 533 12 189
317 543 26 185
600 338 4 166
95 180 23 475
295 221 30 307
287 458 28 429
358 57 10 232
222 179 24 269
41 81 18 261
445 393 12 333
694 368 16 213
183 204 0 100
713 107 30 283
162 368 30 256
75 21 26 236
753 440 18 250
471 140 26 486
87 453 24 229
649 500 22 296
142 333 16 256
784 62 24 389
495 442 18 209
752 300 24 222
438 211 26 367
384 244 2 200
521 575 16 256
178 316 22 274
761 101 24 337
19 481 0 100
239 59 0 100
44 519 28 247
169 502 26 220
208 455 18 313
48 370 35 277
241 400 0 100
265 583 22 175
346 582 16 265
193 96 25 283
349 195 6 234
95 124 22 240
235 275 18 385
547 255 28 308
420 436 26 234
284 238 18 312
518 252 10 291
759 364 16 230
128 82 30 334
607 593 2 157
473 284 20 202
456 249 22 312
633 71 18 275
67 388 22 425
457 109 8 279
10 28 22 272
531 311 22 360
454 30 0 100
504 182 6 280
793 241 20 378
375 572 12 202
1 150 6 233
157 199 16 236
628 233 29 313
518 451 30 272
210 383 37 297
703 232 0 100
424 237 26 356
591 497 24 214
28 472 20 242
571 377 4 179
185 480 24 246
164 390 26 298
797 121 33 317
390 12 16 297
321 55 18 225
36 43 18 223
436 573 24 182
563 196 8 291
415 178 26 330
49 235 25 371
238 178 24 280
505 268 20 317
774 264 30 249
408 224 16 212
396 80 4 186
167 154 28 283
514 10 16 322
131 598 24 279
634 480 20 260
702 341 22 225
77 44 14 234
623 61 28 244
182 282 24 295
383 335 22 372
152 595 20 365
617 418 26 328
78 184 28 250
322 6 18 239
149 289 26 486
384 466 22 324
637 181 16 308
146 372 18 246
411 549 30 371
756 598 20 221
566 113 0 100
581 249 24 257
797 550 22 238
465 230 12 201
